Nome Comum,Nome Científico,Detecções,Chamadas,Máximo
Tico-Tico-Raposino,Passerella iliaca,1,1,0.7406191825866699
Tordo-Eremita,Catharus guttatus,5,5,0.6722579598426819
Tordo-Pinto,Turdus philomelos,7,7,0.9470325708389282
Trepadeira-Azul,Sitta europaea,21,21,0.9176403284072876
Trepador-Quiete,Syndactyla rufosuperciliata,2,2,0.6365228891372681
Trinta-Réis-De-Bando,Thalasseus sandvicensis,1,1,0.5832061767578125
Tucano-De-Bico-Preto,Ramphastos vitellinus,1,1,0.5055618286132812
Tucanuçu,Ramphastos toco,5,5,0.8144635558128357
Verdelhão,Chloris chloris,1,1,0.46954649686813354
Watercock,Gallicrex cinerea,1,1,0.5756078362464905
Western Tanager,Piranga ludoviciana,7,7,0.8965891003608704
White-Eared Ground-Sparrow,Melozone leucotis,1,1,0.6965667009353638
White-Throated Fiji Whistler,Pachycephala vitiensis,1,1,0.49746057391166687
White-Throated Hawk,Buteo albigula,1,1,0.4704248309135437
Yellow-Headed Caracara,Milvago chimachima,5,5,0.9974435567855835
Yellowish-Bellied Bush Warbler,Horornis acanthizoides,33,33,0.9896402359008789
