Nome Comum,Nome Científico,Detecções,Chamadas,Máximo
Franga-D'Água-Malhada,Porzana porzana,873,873,0.981862485408783
Frango-D'Água,Rallus aquaticus,61,61,0.9912967681884766
Galinha-D'Água-Europeia,Gallinula chloropus,1,1,0.8758572936058044
Galinha-Montês,Tetrastes bonasia,2,2,0.6971865296363831
Gavião-Carijó,Rupornis magnirostris,3,3,0.5755434632301331
Golden-Crowned Kinglet,Regulus satrapa,5,5,0.8278881311416626
Golden-Faced Tyrannulet,Zimmerius chrysops,2,2,0.6890035271644592
Gray-Breasted Wood-Wren,Henicorhina leucophrys,14,14,0.9764025211334229
Green Parakeet,Psittacara holochlorus,1,1,0.46903371810913086
Guácharo,Steatornis caripensis,3,3,0.7041857242584229
Guaracava-De-Barriga-Amarela,Elaenia flavogaster,5,5,0.8743800520896912
Guaracava-De-Crista-Branca,Elaenia albiceps,2,2,0.6115831136703491
Guarda-Rios,Alcedo atthis,2,2,0.65848708152771
Guarda-Rios-Cintado,Megaceryle alcyon,1,1,0.7900245189666748
Indian Blue Robin,Larvivora brunnea,2,2,0.8416538238525391
Indian Cuckooshrike,Coracina macei,1,1,0.6330620050430298
Jacurutu,Bubo virginianus,6,6,0.7216857671737671
Jaó,Crypturellus undulatus,10,10,0.6455149054527283
João-De-Barro,Furnarius rufus,1,1,0.7798624634742737
Junco,Junco hyemalis,1,1,0.5835630297660828
Juriti-Pupu,Leptotila verreauxi,12,12,0.8670260310173035
Leconte's Sparrow,Ammospiza leconteii,1,1,0.6328026652336121
Lesser Yellownape,Picus chlorolophus,1,1,0.6284148693084717
Little Hermit,Phaethornis longuemareus,1,1,0.7792723178863525
Maçarico-Das-Rochas,Actitis hypoleucos,1,1,0.8931851387023926
Maçarico-Pintado,Actitis macularius,4,4,0.717252254486084
Madagascar Scops-Owl,Otus rutilus,1,1,0.778462827205658
Malabar Whistling-Thrush,Myophonus horsfieldii,1,1,0.5000274777412415
Maracanã-Do-Buriti,Orthopsittaca manilatus,1,1,0.5259460806846619
Maria-Cavaleira,Myiarchus ferox,5,5,0.9242019653320312
Mariquita-De-Garganta-Preta,Setophaga virens,1,1,0.4656006097793579
Melro,Turdus merula,1,1,0.6435473561286926
Milheirinha-Europeia,Serinus serinus,55,55,0.9337316751480103
Mocho-Anão,Glaucidium passerinum,2,2,0.918057382106781
Mountain Bluebird,Sialia currucoides,1,1,0.49025437235832214
Mountain Chickadee,Poecile gambeli,9,9,0.9684721827507019
Murucututu,Pulsatrix perspicillata,1,1,0.6770228743553162
Negrinho-Do-Mato,Amaurospiza moesta,1,1,0.5982640981674194
Neinei,Megarynchus pitangua,8,8,0.9619322419166565
Northern Goshawk,Accipiter gentilis,1,1,0.4852365255355835
Ocellated Tapaculo,Acropternis orthonyx,1,1,0.5887255668640137
Orange-Billed Sparrow,Arremon aurantiirostris,4,4,0.6237356066703796
Orange-Chinned Parakeet,Brotogeris jugularis,1,1,0.46303537487983704
Oriental Bay-Owl,Phodilus badius,1,1,0.48559218645095825
Ostraceiro,Haematopus ostralegus,4,4,0.6878642439842224
Pale-Legged Leaf Warbler,Phylloscopus tenellipes,4,4,0.6767269968986511
Papa-Moscas-Pedrês-Pequeno,Ficedula westermanni,1,1,0.4568401277065277
Papa-Moscas-Real,Ficedula parva,1,1,0.6669625043869019
Papagaio-De-Peito-Roxo,Amazona vinacea,1,1,0.47531023621559143
Pardal-Francês,Petronia petronia,1,1,0.7128333449363708
Pato-Real,Anas platyrhynchos,1,1,0.7790688276290894
Periquito-De-Asa-Azul,Brotogeris cyanoptera,4,4,0.5889642834663391
Periquito-De-Encontro-Amarelo,Brotogeris chiriri,24,24,0.9687820076942444
Periquito-Rabijunco,Psittacula krameri,1,1,0.7183385491371155
Petinha-Das-Árvores,Anthus trivialis,24,24,0.8220301866531372
Petinha-Fulva,Anthus rubescens,1,1,0.5658619999885559
Petinha-Ribeirinha,Anthus spinoletta,1,1,0.4579964578151703
Petrim,Synallaxis frontalis,8,8,0.952190101146698
Picapauzinho-Barrado,Picumnus cirratus,2,2,0.688270092010498
Picoteiro,Bombycilla garrulus,3,3,0.6036033034324646
Pilrito-De-Peito-Preto,Calidris alpina,6,6,0.8566372394561768
Pinyon Jay,Gymnorhinus cyanocephalus,1,1,0.4681609869003296
Pisco-De-Peito-Ruivo,Erithacus rubecula,8,8,0.6766840219497681
Pitiguari,Cyclarhis gujanensis,4,4,0.6627806425094604
Pula-Pula,Basileuterus culicivorus,21,21,0.9645068049430847
Purple-Rumped Sunbird,Leptocoma zeylonica,1,1,0.48742741346359253
Quero-Quero,Vanellus chilensis,4,4,0.8680832386016846
Rabirruivo-De-Testa-Branca,Phoenicurus phoenicurus,1,1,0.4664395749568939
Red-Bellied Woodpecker,Melanerpes carolinus,1,1,0.6291289329528809
Red-Shouldered Hawk,Buteo lineatus,2,2,0.7947538495063782
Red-Tailed Hawk,Buteo jamaicensis,1,1,0.5333932042121887
Reddish Scops-Owl,Otus rufescens,3,3,0.6126280426979065
Risadinha,Camptostoma obsoletum,1,1,0.5441809296607971
Rock Wren,Salpinctes obsoletus,2,2,0.688107430934906
Rouxinol,Luscinia megarhynchos,2,2,0.7040329575538635
Rufous-Capped Warbler,Basileuterus rufifrons,2,2,0.725701093673706
Rufous-Tailed Tailorbird,Orthotomus sericeus,1,1,0.5854966044425964
Sabiá-Barranco,Turdus leucomelas,14,14,0.8289012312889099
Sabiá-Ruivo,Turdus iliacus,20,20,0.9794161319732666
Saíra-Amarela,Stilpnia cayana,1,1,0.5965202450752258
Sanhaço-Cinzento,Thraupis sayaca,3,3,0.6639552116394043
Sanhaço-Do-Coqueiro,Thraupis palmarum,5,5,0.7083404660224915
Sanhaço-Frade,Stephanophorus diadematus,1,1,0.5310097932815552
Saracura-Sanã,Pardirallus nigricans,1,1,0.4520634114742279
Saracura-Três-Potes,Aramides cajaneus,130,130,0.9998891353607178
Say's Phoebe,Sayornis saya,1,1,0.685851514339447
Scrub Greenlet,Hylophilus flavipes,1,1,0.6781777739524841
Scrub Nightjar,Nyctidromus anthonyi,3,3,0.5147018432617188
Slaty Finch,Spodiornis rusticus,1,1,0.5588514804840088
Sombria,Emberiza hortulana,1,1,0.5695568919181824
Sooty Grouse,Dendragapus fuliginosus,13,13,0.890663743019104
Spotted Towhee,Pipilo maculatus,1,1,0.47116225957870483
Suiriri,Tyrannus melancholicus,15,15,0.8523353338241577
Suiriri-Valente,Tyrannus tyrannus,1,1,0.4684300422668457
Tapaculo-Preto,Scytalopus speluncae,1,1,0.7161974906921387
Taralhão-Cinzento,Muscicapa striata,10,10,0.8910587430000305
Tawny Owl,Strix aluco,1,1,0.5441789031028748
Tem-Farinha-Aí,Myrmorchilus strigilatus,1,1,0.7614685893058777
Tico-Tico-Coroado,Zonotrichia leucophrys,11,11,0.7672094106674194
Tico-Tico-Dos-Prados,Passerculus sandwichensis,1,1,0.4646933972835541
Tico-Tico-Raposino,Passerella iliaca,1,1,0.7406191825866699
Tordo-Eremita,Catharus guttatus,2,2,0.5975572466850281
Tordo-Pinto,Turdus philomelos,7,7,0.9470325708389282
Trepadeira-Azul,Sitta europaea,1,1,0.6679843068122864
Trepador-Quiete,Syndactyla rufosuperciliata,1,1,0.5532458424568176
Tucanuçu,Ramphastos toco,5,5,0.8144635558128357
Verdelhão,Chloris chloris,1,1,0.46954649686813354
Watercock,Gallicrex cinerea,1,1,0.5756078362464905
Western Tanager,Piranga ludoviciana,2,2,0.8626939058303833
White-Eared Ground-Sparrow,Melozone leucotis,1,1,0.6965667009353638
White-Throated Fiji Whistler,Pachycephala vitiensis,1,1,0.49746057391166687
White-Throated Hawk,Buteo albigula,1,1,0.4704248309135437
Yellow-Headed Caracara,Milvago chimachima,4,4,0.9974435567855835
Yellowish-Bellied Bush Warbler,Horornis acanthizoides,31,31,0.9896402359008789
