Nome Comum,Nome Científico,Detecções,Chamadas,Máximo
Little Hermit,Phaethornis longuemareus,1,1,0.7792723178863525
Little Ringed Plover,Charadrius dubius,2,2,0.47623035311698914
Lugre,Spinus spinus,2,2,0.7452311515808105
Maçarico-Bique-Bique,Tringa ochropus,1,1,0.6105670928955078
Maçarico-Das-Rochas,Actitis hypoleucos,2,2,0.8931851387023926
Maçarico-Galego/Maçarico-De-Bico-Torto,Numenius phaeopus,1,1,0.529564380645752
Maçarico-Pintado,Actitis macularius,6,6,0.728034496307373
Madagascar Scops-Owl,Otus rutilus,1,1,0.778462827205658
Malabar Whistling-Thrush,Myophonus horsfieldii,1,1,0.5000274777412415
Maracanã-Do-Buriti,Orthopsittaca manilatus,2,2,0.5259460806846619
Maria-Cavaleira,Myiarchus ferox,11,11,0.9763140082359314
Mariquita-De-Garganta-Preta,Setophaga virens,1,1,0.4656006097793579
Melro,Turdus merula,1,1,0.6435473561286926
Merganso-Grande,Mergus merganser,1,1,0.5347796082496643
Milheirinha-Europeia,Serinus serinus,64,64,0.9337316751480103
Mocho-Anão,Glaucidium passerinum,2,2,0.918057382106781
Mocho-Galego,Athene noctua,5,5,0.8832133412361145
Mountain Bluebird,Sialia currucoides,1,1,0.49025437235832214
Mountain Chickadee,Poecile gambeli,23,23,0.9684721827507019
Murucututu,Pulsatrix perspicillata,1,1,0.6770228743553162
Negrinho-Do-Mato,Amaurospiza moesta,1,1,0.5982640981674194
Negrola-Americana,Melanitta americana,1,1,0.5161805152893066
Neinei,Megarynchus pitangua,17,17,0.9932882189750671
Noitibó-Cinzento,Caprimulgus europaeus,1,1,0.4805546998977661
Northern Goshawk,Accipiter gentilis,3,3,0.8116546273231506
Northern Pygmy-Owl,Glaucidium gnoma,1,1,0.6661936640739441
Northern Saw-Whet Owl,Aegolius acadicus,3,3,0.9896098375320435
Ocellated Tapaculo,Acropternis orthonyx,3,3,0.8135015368461609
Olho-Dourado-Comum,Bucephala clangula,1,1,0.717258632183075
Olive Sparrow,Arremonops rufivirgatus,1,1,0.6093561053276062
Orange-Billed Sparrow,Arremon aurantiirostris,6,6,0.8578063249588013
Orange-Chinned Parakeet,Brotogeris jugularis,3,3,0.5775428414344788
Oriental Bay-Owl,Phodilus badius,1,1,0.48559218645095825
Ostraceiro,Haematopus ostralegus,23,23,0.8954013586044312
Pale-Billed Flowerpecker,Dicaeum erythrorhynchos,3,3,0.9178568124771118
Pale-Legged Leaf Warbler,Phylloscopus tenellipes,11,11,0.7491793632507324
Papa-Lagarta-De-Bico-Preto,Coccyzus erythropthalmus,1,1,0.6339113116264343
Papa-Moscas-Pedrês-Pequeno,Ficedula westermanni,1,1,0.4568401277065277
Papa-Moscas-Real,Ficedula parva,1,1,0.6669625043869019
Papa-Moscas-Real-Oriental,Ficedula albicilla,1,1,0.9199244379997253
Papagaio-De-Peito-Roxo,Amazona vinacea,1,1,0.47531023621559143
Pardal-Francês,Petronia petronia,2,2,0.7128333449363708
Pássaro-Gato,Dumetella carolinensis,1,1,0.5934845805168152
Pato-Real,Anas platyrhynchos,1,1,0.7790688276290894
Pega,Pica pica,1,1,0.5692039728164673
Peneireiro-De-Dorso-Malhado,Falco tinnunculus,2,2,0.7490156292915344
Periquito-Alexandrino,Psittacula eupatria,1,1,0.5209125280380249
Periquito-De-Asa-Azul,Brotogeris cyanoptera,4,4,0.5889642834663391
Periquito-De-Cabeça-Preta,Aratinga nenday,1,1,0.7089198231697083
Periquito-De-Encontro-Amarelo,Brotogeris chiriri,50,50,0.9687820076942444
Periquito-Rabijunco,Psittacula krameri,1,1,0.7183385491371155
Periquito-Rico,Brotogeris tirica,1,1,0.6716525554656982
Perna-Verde-Comum,Tringa nebularia,2,2,0.8168718218803406
Petinha-Das-Árvores,Anthus trivialis,57,57,0.9408758282661438
Petinha-Fulva,Anthus rubescens,3,3,0.6386964917182922
Petinha-Ribeirinha,Anthus spinoletta,1,1,0.4579964578151703
Petinha-Silvestre,Anthus hodgsoni,1,1,0.7698622941970825
Peto-Real,Picus viridis,1,1,0.8683921098709106
Petrim,Synallaxis frontalis,8,8,0.952190101146698
Piadeira,Mareca penelope,1,1,0.47669723629951477
Pica-Pau-Mosqueado,Colaptes auratus,1,1,0.4622083306312561
Picanço-Castanho,Lanius cristatus,1,1,0.6005650758743286
Picapauzinho-Barrado,Picumnus cirratus,3,3,0.688270092010498
Picoteiro,Bombycilla garrulus,3,3,0.6036033034324646
Picoteiro-Americano,Bombycilla cedrorum,4,4,0.6837870478630066
Pilrito-De-Peito-Preto,Calidris alpina,14,14,0.8566372394561768
Pintassilgo-Europeu,Carduelis carduelis,1,1,0.46215057373046875
Pinyon Jay,Gymnorhinus cyanocephalus,1,1,0.4681609869003296
Pisco-De-Peito-Ruivo,Erithacus rubecula,29,29,0.7475147843360901
Pitiguari,Cyclarhis gujanensis,17,17,0.9334378242492676
Piuí-Boreal,Contopus cooperi,1,1,0.8391357064247131
Plaintive Cuckoo,Cacomantis merulinus,1,1,0.7815878987312317
Pula-Pula,Basileuterus culicivorus,37,37,0.9645068049430847
Purple-Rumped Sunbird,Leptocoma zeylonica,2,2,0.5049843192100525
Quero-Quero,Vanellus chilensis,5,5,0.8680832386016846
Rabirruivo,Phoenicurus ochruros,1,1,0.5837723016738892
Rabirruivo-De-Testa-Branca,Phoenicurus phoenicurus,1,1,0.4664395749568939
Red-Bellied Woodpecker,Melanerpes carolinus,3,3,0.6291289329528809
Red-Shouldered Hawk,Buteo lineatus,3,3,0.7947538495063782
Red-Tailed Hawk,Buteo jamaicensis,3,3,0.6121599674224854
Reddish Scops-Owl,Otus rufescens,3,3,0.6126280426979065
Rifleman,Acanthisitta chloris,1,1,0.7580128312110901
Risadinha,Camptostoma obsoletum,2,2,0.5985052585601807
Rock Wren,Salpinctes obsoletus,2,2,0.688107430934906
Rouxinol,Luscinia megarhynchos,2,2,0.7040329575538635
Rufous-Capped Warbler,Basileuterus rufifrons,3,3,0.725701093673706
Rufous-Tailed Tailorbird,Orthotomus sericeus,1,1,0.5854966044425964
Sabiá-Barranco,Turdus leucomelas,27,27,0.9672011137008667
Sabiá-Laranjeira,Turdus rufiventris,1,1,0.5089954137802124
Sabiá-Ruivo,Turdus iliacus,27,27,0.9794161319732666
Saíra-Amarela,Stilpnia cayana,1,1,0.5965202450752258
Sanhaço-Cinzento,Thraupis sayaca,4,4,0.6639552116394043
Sanhaço-Do-Coqueiro,Thraupis palmarum,5,5,0.7083404660224915
Sanhaço-Frade,Stephanophorus diadematus,4,4,0.8197421431541443
Sanhaço-Montano/De-Fogo,Piranga flava,1,1,0.6275753974914551
Saracura-Sanã,Pardirallus nigricans,4,4,0.7825761437416077
Saracura-Três-Potes,Aramides cajaneus,245,245,0.9998891353607178
Say's Phoebe,Sayornis saya,1,1,0.685851514339447
Scrub Greenlet,Hylophilus flavipes,1,1,0.6781777739524841
Scrub Nightjar,Nyctidromus anthonyi,3,3,0.5147018432617188
Seaside Sparrow,Ammospiza maritima,1,1,0.47474342584609985
Serra Do Mar Tyrannulet,Phylloscartes difficilis,1,1,0.4530676007270813
Slaty Finch,Spodiornis rusticus,1,1,0.5588514804840088
Sombria,Emberiza hortulana,3,3,0.5940454006195068
Sooty Grouse,Dendragapus fuliginosus,33,33,0.9140273928642273
Sooty Oystercatcher,Haematopus fuliginosus,1,1,0.8181661367416382
Spotted Towhee,Pipilo maculatus,1,1,0.47116225957870483
Square-Tailed Drongo-Cuckoo,Surniculus lugubris,1,1,0.5506865978240967
Suiriri,Tyrannus melancholicus,32,32,0.9595485329627991
Suiriri-Valente,Tyrannus tyrannus,5,5,0.5371763110160828
Tapaculo-Preto,Scytalopus speluncae,1,1,0.7161974906921387
Taralhão-Castanho,Muscicapa dauurica,1,1,0.6730121970176697
Taralhão-Cinzento,Muscicapa striata,49,49,0.9733585119247437
Tauató-Miúdo,Accipiter striatus,2,2,0.6285139322280884
Tawny Owl,Strix aluco,4,4,0.8007805943489075
Tawny-Bellied Hermit,Phaethornis syrmatophorus,2,2,0.5742819905281067
Tem-Farinha-Aí,Myrmorchilus strigilatus,1,1,0.7614685893058777
Tico-Tico-Coroado,Zonotrichia leucophrys,17,17,0.8298036456108093
Tico-Tico-Dos-Prados,Passerculus sandwichensis,2,2,0.47630882263183594
Tico-Tico-Raposino,Passerella iliaca,2,2,0.7406191825866699
Tiê-De-Bando/Do-Mato-Grosso,Habia rubica,1,1,0.5192549824714661
Tiziu,Volatinia jacarina,1,1,0.4535945951938629
Tordo-Americano,Turdus migratorius,1,1,0.45856723189353943
Tordo-Eremita,Catharus guttatus,6,6,0.6722579598426819
Tordo-Pinto,Turdus philomelos,12,12,0.9470325708389282
Tordo-Zornal,Turdus pilaris,2,2,0.8394762873649597
Townsend's Solitaire,Myadestes townsendi,2,2,0.5012583136558533
Townsend's Warbler,Setophaga townsendi,1,1,0.46585431694984436
Trepadeira-Azul,Sitta europaea,21,21,0.9176403284072876
Trepadeira-Azul-Do-Canadá,Sitta canadensis,3,3,0.8229902386665344
Trepadeira-Do-Sul,Certhia brachydactyla,2,2,0.7008806467056274
Trepador-Quiete,Syndactyla rufosuperciliata,2,2,0.6365228891372681
Trinta-Réis-De-Bando,Thalasseus sandvicensis,2,2,0.5832061767578125
Trumpeter Swan,Cygnus buccinator,1,1,0.639976978302002
Tucano-De-Bico-Preto,Ramphastos vitellinus,1,1,0.5055618286132812
Tucanuçu,Ramphastos toco,9,9,0.8144635558128357
Verdelhão,Chloris chloris,1,1,0.46954649686813354
Watercock,Gallicrex cinerea,1,1,0.5756078362464905
Western Bluebird,Sialia mexicana,1,1,0.583709716796875
Western Tanager,Piranga ludoviciana,14,14,0.9107363224029541
White-Eared Ground-Sparrow,Melozone leucotis,1,1,0.6965667009353638
White-Eared Hummingbird,Basilinna leucotis,1,1,0.4817301630973816
White-Throated Fiji Whistler,Pachycephala vitiensis,1,1,0.49746057391166687
White-Throated Hawk,Buteo albigula,2,2,0.4902663230895996
Wrentit,Chamaea fasciata,1,1,0.6042511463165283
Yellow-Faced Grassquit,Tiaris olivaceus,1,1,0.5206218361854553
Yellow-Headed Caracara,Milvago chimachima,9,9,0.9974435567855835
Yellowish-Bellied Bush Warbler,Horornis acanthizoides,33,33,0.9896402359008789
